way_id,highway,name,oneway,maxspeed_kmh,node_refs
1157943043,residential,,no,25,10768854093 10768854094 10768854095 10768854096 10768854097 10768854098 10768854099 10768871605 10768854100 10768854101 10768854102 10768854103 10768854104 3793516763
1157943044,residential,,no,25,10768871605 10768871606 10768871607 10768871608 10768871609 10768871610 10768871611
1157943045,residential,,no,25,10768871619 10768871620 10768871621 10768871622 10768871623
1157943046,residential,,no,25,10768871637 10768871638 10768871639 10768871640 10768871641 10768871642 10768871643 10768871644 10768871645 10768871646 10768871647
1157943047,residential,,no,25,10768871648 10768871649 10768871650 10768871651 10768871652 10768871653 10768871654 10768871655 10768871656 10768871657 10768871658 10768871651
1157943048,residential,,no,25,10768871673 10768871674 10768871675 10768871676 10768871677 10768871678 10768871679 10768871680 10768871681 10768871682 10768871683 10768871684 10768871685 10768871686 10768871687 10768871688 10768871689 10768871690 10768871691 10768871692 10768871693 10768871739 10768871694 10768871695 10768871696 10768871697 10770841480 10768871698
1157943049,residential,,no,25,3793517129 10768871724 10768871725 10768871726 10768871727 10768871728
1157943050,residential,,no,25,10768871732 10768871733 10768871734 10768871735 10768871736 10768871737 10768871738
1157943051,service,,no,15,10768871739 10768871740 10768871741
1158122216,living_street,,no,10,5029131353 11205794244 10770385905 10770385909 11205794245 10770385908 11205794246 10770385907 11205794247 10770385906 3188279972
1158122217,living_street,,no,10,10770385913 11205519931 11205519936 11205519932 11205519935 10770385914 10770385912 10770385911 10770385910 11205519933 11205519934 13369271482 2476684550
1158122218,living_street,,no,10,2476684552 13369271481 10770385913 10770385924 10770385923 10770385922 11205519930 11205519929 11205519928 10770385920 10770385919 10770385918 10770385917 10770385916 10770385915 10770385914
1158122219,residential,,no,25,10770385927 10770385926 10770385925 11205794193 10770385929
1158122220,residential,,no,25,11205794211 11205794210 11205794209 11205794208 11205794207 11205794206 11205794205 11205794204 11205794203 11205794202 11205794201 11205794200 11205794199 11205794198 11205794197 11205794196 10770385930 11205794195 11205794194 10770385929 11205794192 11205794191 10770385928
1158122221,living_street,,no,10,10770385932 11205659599 10770385931
1158122222,living_street,,no,10,13369259246 13369259247 10770385934 11205659601 11205659600 13369271484 10770385933
1158175675,residential,,no,25,10768854080 10770841470 10770841471 10770841472 10770841473 10770841474 10770841475 10770841476 10770841477 10770841478 10770841479
1158175676,service,,no,15,10770841480 10770841481 10770841482 10770841483 10770841484 10770841485 10770841486 10770841487 10770841488 10770841489 10770841490 10770841491 10770841492 10770841493
1158205047,residential,,no,25,10768806014 10771185092 10771185093 10771185094 10771185095 10771185096 10771185097 10771185098
1158344793,unclassified,,no,30,10745059347 10240623809 10745059150 10745059154 10240623810 10745059155 10745059156 10240623811 10748309843
1158395446,unclassified,,no,30,10772858594 10929668027 10929668028 10772858595 10929668029 10929668030 10772858596 10772858598 10929668031 10772858597
1158395447,unclassified,,no,30,10772858598 10929668032 10929668033 10929668034 10929668035 10929668036 10929668037 10772858599
1158395448,unclassified,,no,30,8616977183 10929668007 10929668005 10929668004 10929668003 10772858600
1158395449,unclassified,,no,30,10772858601 10929668039 3265242634
1158395450,unclassified,,no,30,10772858603 10772858604 10929668051 10929668050 10929668049 10772873405
1158395451,unclassified,,no,30,10772854903 10772873407 10929668016 10929668015 10929668013 10929668014 10929668012 10942593496 10929667971 10929667972 10772904224 10772873409
1158395452,unclassified,,no,30,4831172145 10929667745 10772873425 10929667744 10929667743 10772873422 10929667742 10772873423
1158395453,unclassified,,no,30,1825792043 10929667732 10929667733 10929667734 10772873424
1158395454,unclassified,,no,30,10772873425 10772873426 10929667746 10929667747 10929667748 10772873427
1158395455,unclassified,,no,30,10772873428 10772873429 10929667749 10929667750 10929667751 10772873427 10929667752 10772873430 1825791845
1158399335,unclassified,,no,30,10929667731 10929667730 10929667729 10929667728 10929667727 10929667726 10929667725 10772904198 10929667706 10929667724 10929667723 10772904199 10929667707 10929667708 10929667709 10929667710
1158399336,unclassified,,no,30,10929667704 10929667705 10929667703 10929667754 10929667753 10936414047 10772904201 10929667764 10929667765 10929667766 10929667757 10929667767 10929667768 10929667769 10929667774 10929667770 10929667771 10929667772
1158399337,unclassified,,no,30,4831159353 10772904202 12306698857 12306698858 10929667841 12306698879 12306698859 10772904203 12306698860 10772873412 12306698861 12306698862 10772904204 10772904212 10772904205 12306698868 12306698869 12306698870 10929667840 10772904206 10772904207 10939022482 10939022483 10772904208 10939022481 10939022500 10939022480 10772904209 10772904210 10772904211 10939053028 10939053029 10939053030 10939053031 10939053032 10939053033 10939053034 10939053035 10939053036 10939053037 10939053038 10939053039 10939053040
1158399338,unclassified,,no,30,10772904212 10772904213 10929667823 10772904214 10929667824 10772904215 10929667820 10929667821 10929667822
1158399339,unclassified,,no,30,10772904205 10929667842 10772904216 10929667856 10929667843 10929667844 10929667845 10929667846 10772904217 10929667847 10929667848 10929667849 10929667850 10929667851 10929667852 10929667853 10929667854 10929667855 10772904218
1158399340,unclassified,,no,30,10772904218 10929667897 10929667899 10929667898 10929667900 10772904219 10929667901 10929667902 10772904220 10929667903 10929667904 10929667906 10929667905 10929667907 10929667908 10772904221 10929667909 10772904222 10929667910 10929667911 10772904223 10929667920 10929667915 10929667912 10929667913 10929667970 10929667914 10772904224
1158399341,unclassified,,no,30,10772873412 12306698865 12306698864 12306698863 10772904225 12306698871 10929667949 12306698872 10929667950 12306698873 12306698874 10772904226 12306698875 10772904227 10929667951 10772904228 10929667952 10929667953
1158399342,unclassified,,no,30,10772854902 10936456076 10772904230 10936456075 10936456074 10772904231 10936456072 10936456070 10936456071 10936456069 10936456068 10772904232 10936456067 10772904233 10772900436 10772904234 10772904235 10936456066 10772904236
1158399343,unclassified,,no,30,10772904237 10936460532 10772900434 10936460545 10936460544 10772904240 10936460543 10936460538 10772904238 10936460537 10936460536 10936460539 10936460540 10936460541 10936460542 10772904239
1158399344,unclassified,,no,30,10772904240 10936460552 10936460551 10772904241 10936460550 10936460549 10936460548 10936460547 10772904239 10936460535 10772904242 10936460534 10936460533 10772904236 10772904243 10772904244 10936456065 10772904245 10936456064 10772904246 10772904247
1158400042,unclassified,,no,30,10772906069 10936460564 10936460563 10772906070
1158400043,unclassified,,no,30,10772906071 10936460566 10936460565 10772906072
1158400044,unclassified,,no,30,10772906073 10929538548 10929538547 10929538546 10929538545 10929538544 10772906075 10929538542 10929538541 10772906074
1158400045,unclassified,,no,30,10929538515 10772906077 10929538508 10929538509 10929538510 10929538511 10929538512 10929538513 10772906078 4831147302
1158400046,unclassified,,no,30,10772906078 10929538582 10772906080 10929538581 10929538580 10772906081 10772906082 10929538575 10929538576 10929538577 10929538578 10929538579
1158400047,unclassified,,no,30,4831133782 10929538498 10929538499 10929538500 10929538501 10929538502 10929538503 10772906083 10929538504 10929538505 10772906084 10929538507 10772906077
1158400048,unclassified,,no,30,10772906084 10929538506 4831146494
1158400049,unclassified,,no,30,10772906085 10929538497 10929538496 10929538495 10772906086
1158400101,unclassified,,no,30,10772887665 10929538759 10929538758 10929538757 10929538756 10929538755 10772887666 10929538754 10929538753 10929538752 10929538751 10929538750 7599394344
1158400360,unclassified,,no,30,10772900432 10936456095 10936456094 10936456098 10936456099 10936456100 10772900433 10936460512 10936460514 10936460513 10936460528 10936460515 10772900434
1158400361,unclassified,,no,30,10772900434 10936460527 10936460526 10936460525 10936460524 10936460523 10936460522 10936460521 10936460520 10936460519 10936460518 10936460517 10936460516 10772900435 10772900436
1158400566,unclassified,,no,30,9650508893 10927977753 10927977752 10927977751 10927977750 10772880244 10927977749 10772880245 10927977767 10927977748 10927977747 10772880246 10927977746 10927932683 10927977745 10927977744 10927977743 10772880247 10927977739 10772880248 10927977765 10927977738 10772880249 10927977737 10927977736 10772880250 10927977713 10927977714 10927977712 10772880251
1158400567,unclassified,,no,30,9650508896 10927977735 10927977734 10772880252 10927977733 10927977732 10927977731 10927977730 10927977729 10927977728 10927977756 10927977727 10927977726 10927977725 10772880253 10927977724 10772880254 10927977723 10772880255 10927977722 10772880256 10927977721 10927977720 10927977719 10927977718 10927977717 10927977716 10927977715 10772880250
1158696072,residential,,no,25,10775509001 10775509003 10775509005
1158696073,service,,no,15,10775509015 10775509016 10775509017 10775509018 10775509019 10775509020 10775509021 10775509022 10775509023
1158696074,residential,,no,25,10775509029 10775509030 10775509031 10775509032
1158696075,residential,,no,25,10775509033 10775509034 10775509035
1158696076,residential,,no,25,10775509037 10775509038 10775509039
1158696077,residential,,no,25,1713088149 10775509045 10775509046 10775509047 10775509048 10775509049
1158696078,residential,,no,25,1713088530 10775509050 10775509051 10775509052 10775509053 10775509054 10775509055 10775509056 10775509057 10775509058 10775509059 10775509060 10775509061 10775509062 10775509063 10775509064 10775509065 10775509066 10775509067 10775509068 10775509069 10775509070 10775509071 10775561502 10775509072 10775509073 10775509074 10775509075 10775509076 10775509077 10775509049
1158696102,unclassified,,no,30,10240262170 10775509230 10775509231 10775509232 10775509233 10775509234 10775509235 10775509236 10775509237 10775509238 10775509239 10775509240 10775509241 10775509242 10775509243
1158702071,unclassified,,no,30,10240262129 10775561107 10775561108 10775561109 10775561110 10775561111 10775561112 10775561113 10775561114 10775561115 10775561116 10775561117 10775561118 10775561119 10775561128 10775561120 10775561121 10775561122 10775561123 10775561124 10775561125 10775561126 10775561127
1158702072,unclassified,,no,30,10775561128 10775561129 10775561130
1158702073,unclassified,,no,30,10775561112 10775561131 10775561132
1158702098,residential,,no,25,10775509037 10775561402
1158702099,service,,no,15,10775561345 10775561403 10775561404 10775561405 10775561406 10775561407 10775561408 10775561409 10775561410 10775561411
1158702100,residential,,no,25,10775561416 10775561417 10775561418 10775561419 10775561420 10775561421 10775561422 10775561423 10775561424 10775561425 10775561426 10775561427 10775561428 10775561429 10775561430 10775561431 10775561432 10775561433 10775561434 10775561435 10775561436 10775561437 10775561438 10775561439 10775561440 10775561441 10775561442 10796551139 10775561443 10775561444 10775561445
1158702101,residential,,no,25,9427502663 10775561448 10775561449 10775561450 10775561451 10775561452 10775561453 10775561454
1158702102,unclassified,,no,30,10775561485 10775561486 10775561487 10775561488 10775561489 10775561490 10775561491 10775561492 10775561493 10775561494 10775561495 10775561496
1158702103,residential,,no,25,10775561497 10775561498 10775561499 10775561500
1158702104,residential,,no,25,10775561502 10775561503 10775561504 10775561505 10775561506
1158702107,residential,,no,25,7725305979 10775561553 10775561554 10775561555
1158702108,residential,,no,25,10775561562 10775561563 10775561396
1158702110,unclassified,,no,30,7725305952 10775561590 10775561599 10775561591 10775561592 10775561593 10775561594 10775561595 10775561596 10775561597 10775561598
1158702111,unclassified,,no,30,10775561599 10775561600 7725305951
1158747783,unclassified,,no,30,10775977706 10775977707 10775977708
1158772155,residential,,no,25,10776170503 10776170504 10776193405 10776193406
1158772156,residential,,no,25,10776193420 10776193421 10776193422 10776193423 10776193424 10776193425 10776193426 10776193427 10776193428
1158772157,residential,,no,25,10776193429 10776193430 10776193431 10776193432 10776193433
1158772158,residential,,no,25,10776193435 10776193436
1158772159,residential,,no,25,10776193454 10776193458 10776193459 10776193460 10776193461 10776193462 10776193463 10776193464 10776193465
1158772160,residential,,no,25,10776193466 10776193467 10776193468 10776193469 10776193470 10776193471 10776193472 3793517376
1158772161,residential,,no,25,10776193472 10776193473 10776193474 10776193475 10776193477 10776193476 10240245282
1158772162,residential,,no,25,10776193477 10776193478 3793517386
1158772163,residential,,no,25,3793517466 10776193490 10776193491 10776193492 10776193493 10776193494 10776193495
1158772164,residential,,no,25,3793517521 10776193505 10776193506
1158772165,residential,,no,25,3793517531 10776193524 10776193525 10776193526 10776193527 10776193528 10776193529 10776193530 10776193531 10776193532 10776193533 10776193534 10776193535 10776193536 10776193537 10776193538
1158772166,residential,,no,25,10776193554 10776193555 10776193556 10776193557 10776193558 10776193559 10776193560 10776193561 10776193562
1158772167,residential,,no,25,10776193716 10776193717 10776193718 10776193719 10776193720 10776193721 10776193722 10776193723 10776193724 10776193725 10776193726 10776193727 10776193728
1158772168,residential,,no,25,10776193740 10776193746 10776193747 10776193748 10776193749 10776193750
1158772169,residential,,no,25,10776193746 10776193751 10776193752
1158772170,unclassified,,no,30,10775561537 10776193758 10776193759 10776193760 10776193761 10776193762 10776193763 10776193764 10776193765 10776193766 10776193767 10776193768 10776193769 10776193770 10776193771 10776193772 10776193773
1158790535,residential,,no,25,10776335047 10776335048
1159228212,cycleway,,no,15,10780241470 10780241471 10780241472 10780241473 12407212265 12407212207 12473039794
1159229684,service,,no,15,1933991873 1933991804
1159230718,tertiary,улица Доспановой,yes,40,12707534075 13366698571 10780312914 13366700552 10780312916 13366700554 10780312915 10780312917 13000946375 10780312918 10780312919 10780312920 10780312921 10780323262 10780312922 10780323258 10780323252 12579031107 10780312923 10780323248 10780312924 10780312925 10780323255 10780312926
1159230719,tertiary,улица Доспановой,no,40,10780312909 1933991574 5089470798 13000919217 3867664997 3867664996 3867664995 3867664994 3867664991 11002072175 3867664988 13000946337 13000946338 1933991436 1933991438
1159232646,footway,,no,5,10780323230 10780323231 10780323233 10780323234 10780323235
1159232647,footway,,no,5,10284505340 10780323235 10780323236
1159232648,footway,,no,5,10780323237 13000946374 10780323238 10780323239 10780323240 10780323241 10780323259 10780323242 10780323253 10780323243 10780323249 10780323244 10780323245
1159232649,footway,,no,5,10780323246 10780323247 10780323248 10780323249
1159232650,footway,,no,5,10780323250 10780323251 10780323252 10780323253
1159232651,footway,,no,5,10780323256 10780323257 10780323258 10780323259
1159232652,footway,,no,5,10780323260 10780323261 10780323262 10780323241
1159549700,service,,no,15,3054809040 10792270543 10792270544 10792270545 10792270546 4778458393
1159556171,living_street,,no,10,10783480342 10783480341 10783480340 11207136502 10783480339 11207136501 11207136500 10696365522
1159562763,service,,no,15,10783560821 10783560820
1159562764,service,,no,15,10783560827 10783560826 10783560825 10783560824 10783560823 10783560818 10783560822
1159562765,service,,no,15,2198776589 11529389651 10783560822 10783560820 10783560829 10783560828
1159562766,service,,no,15,10783560834 10783560833 10783560832 10783560831 10783560830 2413555526
1159562767,residential,,no,25,10783560836 10783560835
1159562769,residential,,no,25,10783560840 10783560839
1159562770,residential,,no,25,10783560842 10783560841
1159593567,residential,,no,25,10776193764 10783828909 10783828910 10783828911 10783828912 10783828913 10783828914
1159617058,residential,,no,25,10784043265 10784043266 10784043267 10784043268 10784043269 10784043270 10784043271 10784043272 10784043273 10784043274 10784043275 10784043276 10784043277
1159617059,residential,,no,25,10784043303 10784043302 10784043332 10784043333 10784043301 10784043300 10784043279 10784043334 10784043280 10784043281 10784043282 10784043283 10784043284 10784043285 10784043286 10784043287 10784043288 10784043289
1159617060,residential,,no,25,10784043283 10784043290 10784043291 10784043292 10784043293 10784043294 10784043308 10784043295 10784043296 10784043304 10784043297 10784043298 11169168555 10776193797
1159617061,residential,,no,25,10784043304 10784043305 10784043306 10784043307
1159617062,residential,,no,25,10784043308 10784043309 10784043310 10784043311
1159624248,residential,,no,25,10784059866 10784059867 10784059868 10784059869 10784059870 10784059871
1159656907,service,,no,15,10784362613 10784362614 10784362615 10784362616 10784362617 10784362618 10784362619 10784362620 10784362621 10784362622 10784362623 10784362624 10784362625 10784362626 10784362627 10784362628 10784362629 10784362630 10784362631
1159996118,service,,no,15,10788320154 10788320155 10788320157 10788320156
1159996119,service,,no,15,10788320157 10788320158 10788320159 10788320160 10788320161
1159996120,service,,no,15,10788320159 10788320162
1160022862,service,,no,15,10788570010 10788570011 10788570012 10788570013 10788570014 10788570015 10788570016 10788570017 10788570026 10788570018 10788570019 10788570020 10788570021 10788570022 10788570023 10788570024 10788570025
1160022863,service,,no,15,10788570026 10788570027 10788570028 10788570029 10788570030 10788570031 10788570032 10788570033
1160022864,service,,no,15,10788570034 10788570035 10788570036 10788570037 10788570057 10788570038 10788570039 10788570040 10788570041 10788570042 10788570043 10788570044 10788570045 10788570046 10788570047 10788570048 10788570049 10788570050
1160022865,service,,no,15,3793517638 10788570051 10788570052 10788570053 10788570045 10788570054 10788570055 10788570056 10788570057
1160022866,service,,no,15,10788570016 10788570058 10788570059 10788570060 10788570061 10788570041
1160031392,service,,no,15,6768508644 10788644802 10788644803 10788644804 10788645205 10788645206 10788645207 10788645208 10788645209 10788645210 10788645211 10788645212 10788645213 10788645237 10788645214 10788645215 10788645216 10788645217 10788645218 10788645219 10788645220 10788645221 10788645222 10788645223 10788645236 10788645224 10788645225 10788645226 10788645227
1160031393,service,,no,15,10788645219 10788645228 10788645229 10788645230 10788645231 10788645232 10788645233 10788645234 10788645235 10788645236
1160031394,service,,no,15,10788645237 10788645238 10788645239 10788645240 10788645241 10788645242 10788645243 10788645244 10788645245 10788645246 10788645247 10788645248 10788645249 10788645250 10788645251 10788645252 10788645253 10788645254 10788645255 10788645256 10788645257 10788645258 10788645259
1160031395,service,,no,15,10788645250 10788645260 10788645261 10788645262 10788645211
1160031396,service,,no,15,10788645253 10788645263 10788645264 10788645265 10788645209
1160031397,service,,no,15,10788645256 10788645266 10788645267 10788645282 10788645268 10788645269 10788645270 10788645271 10788645272 10788645273 10788645274 10788645275 10788645276
1160031398,service,,no,15,10788645271 10788645277 10788645278 10788645279 10788645280 10788645281 10788645282
1160031399,service,,no,15,10788645283 10788645284 10788645285 10788645286 10788645287 10788645288 10788645289 10788645290 10788645291 10788645292
1160031400,service,,no,15,10788645294 11891906458 10788645298 10788645295 10788645296 10788645297
1160031401,service,,no,15,10788645298 10788645299 10788645300 10788645301 10788645302 10788645303 10788645304 10788645305 10788645306 10788645307 10788645308 10788645309 10788645310 10788645311 10788645312 10788645313 10788645314 10788645315 10788645316 10788645317 10788645318 10788645312
1160031402,service,,no,15,10788645312 10788645319 10788645320 10788645321 10788645322 10788645328 10788645323 10788645324 10788645325 10788645326 10788645327
1160031403,service,,no,15,10788645328 10788645329 10788645330 10788645331 10788645332 10788645333 10788645305
1160031404,service,,no,15,10788645334 11891906459 10788645335 10788645336 10788645337 10788645338 10788645339 10788645340 10788645341 10788645342 10788645343 10788645344 10788645345
1160031405,service,,no,15,10788645340 10788645346 10788645347 10788645348 10788645349
1160031406,service,,no,15,10788645335 10788645350 10788645351 10788645352 10788645353 10788645354 10788645355 10788645356 10788645357 10788645358 10788645359 10788645360 10788645361 10788645349
1160031407,service,,no,15,10788645350 10788645362 10788645363 10788645364 10788645365
1160031408,service,,no,15,10788645355 10788645366 10788645367 10788645368 10788645369 10788645370
1160034049,residential,,no,25,10788672641 10788672642 10788672643 10788672644 10788672645 10788672646 10788672647
1160034050,residential,,no,25,10788672648 10788672649 10788672650 10788672651
1160137766,residential,,no,25,6439846704 10789632028 10789632029 10789632030 10789632031
1160137767,residential,,no,25,6768716400 10789632033 10789632034
1160137768,residential,,no,25,10789632036 10789632037 10789632038 10801687213 10789632039 10789632040 10789632041 10789632042 10789632043 10789632044 10789632045 10789632046 10801687212 10789632047 10789632048
1160137769,service,,no,15,10789632059 10789632060 10789632061 10789632062 10789632063 10789632064 10789632065
1160137770,service,,no,15,10789632066 10789632067 10789632068 10789632061
1160137771,service,,no,15,10784012856 10789632070 10789632071 10789632072 6439847902
1160137772,residential,,no,25,3793516965 3793516980 10792270547 10792270548 3793516999 10792270549 3793517004 10792270553 10792270554 3793517034 10796633252 3793517074 10792270559 10792270560 3793517111 3793517122 3793517126 10792270584 10792270585 10792270586 3793517166 10792270587 10792270588 10792270589 10792270590 3793517191
1160137773,unclassified,,no,30,10775561578 3793516848 10775561579 10789632076 3793516856 3793516958 10789632077 10789632078 3793516960 10789632079 10789632080 10789632081 10789632082 10789632083 10789632084 10789632085
1160137774,unclassified,,no,30,7725300433 10789632102 10789632103 10789632104 10789632105 10789632106 10789632107 10789632108 10789632109 10789632110 10789632111 10789632114 10789632112 10789632113
1160137775,residential,,no,25,3793517294 10789632152 10789632162 10789632153 10789632154 10792270636 10789632155 10789632156 10789632157 10789632158 10789632159 10789632160 10789632161
1160137776,residential,,no,25,10789632162 10789632163 10789632149
1160137777,residential,,no,25,10789632189 10789632190 10789632191 10789632192
1160137778,residential,,no,25,10789632197 10789632198 10789632199 10789632200 10789632201 10789632202 10789632203 10789632204 10789632205
1160137779,unclassified,,no,30,10789632236 10789632237 10789632238 10789632239 10789632240 10789632241 10789632242 10789632243 10789632244 10789632245 10789632246 10789632247 10789632414 10789632248 10789632249 10789632250 10789632251 10789632252 10789632253 10789632254 10789632255 10789632256 10792292833 10789632257 10789632258 10789632259 10789632556 10789632260 10789632325 10789632261 10789632262 10789632263 10789632264 10789632265 10789632266 10789632267 10789632381 10789632268 10789632269 10789632270 10789632271 10789632272 10789632273 10789632274 10789632275 10789632276 10789632277 10789632278 10789632279 10789632280 10789632413 10789632281 10789632282 10789632283 10789632284 10789632285 10789632374 10789632286 10789632287 10789632575 10789632288 10789632289 10789632290 10789632291 2662977182
1160137780,unclassified,,no,30,10789632374 10789632373 10789632372 10789632371 10789632370 10789632369 10789632368 10789632367 10789632366 10789632365 10789632364 10789632363 10789632362 10789632361 10789632360 10789632359 10789632358 10789632357 10789632356 10789632355 10789632354 10789632353 10789632352 10789632351 10789632375 10789632350 10789632349 10789632348 10789632347 10789632346 10789632345 10789632344 10789632343 10789632342 10789632341 10789632340 10789632339 10789632338 10789632337 10789632336 10789632335 10789632334 10789632333 10789632332 10789632331 10789632330 10789632329 10789632328 10789632327 10789632326 10789632292 10789632293 10789632294 10789632295 10789632296 10789632297 10789632298 10789632299 10789632300 10789632301 10789632302 10789632303 10789632304 10789632305 10789632306 10789632307 10789632308 10789632309 10789632310 10789632311 10789632312 10789632313 10789632314 10789632315 10789632316 10789632317 10789632318 10789632319 10789632320 10789632321 10789632322 10789632323 10789632324 10789632325
1160137781,unclassified,,no,30,10789632375 10789632376 10789632377 10789632378 10789632379 10789632380 10789632381 10789632382 10789632383 10789632384 10789632385 10789632386 10789632387 10789632388 10789632389 10789632390 10789632391 10789632392 10789632393 10789632394 10789632395 10789632396 10789632397 10789632398 10789632399 10789632400 10789632401 10789632402 10789632403 10789632404 10789632405 10789632406 10789632407 10789632408 10789632518 10789632409 10789632410 10789632411 10789632412 10789632413
1160137782,unclassified,,no,30,10789632414 10789632415 10789632416 10789632417 10789632418 10789632582 10789632419 10789632420 10789632421 10789632422 10789632423 10789632424 10789632425 10789632426 10789632427 10789632428 10789632429 10789632430 10789632431 10789632432 10789632433 10789632434 10789632435 10789632436 10789632437 10789632438 10789632439 10789632440 10789632441 10789632442 10789632443 10789632444 10789632445 10789632446 10789632447 10789632448 10789632449 10789632450 10789632451 10789632452 10789632453 10789632454 10789632455 10789632456 10789632457 10789632458 10789632459 10789632460 10789632461 10789632462 10789632463 10789632464 10789632465 10789632466 10789632467 10789632468 10789632469 10789632470 10789632471 10789632472 10789632473 10789632474 10789632475 10789632476 10789632477 10789632478 10789632479 10789632520 10789632480 10789632481 10789632482 10789632483 10789632484 10789632485 10789632486 10789632487 10789632488 10789632489 10789632490 10789632491 10789632492 10789632493 10789632494 10789632495 10789632496 10789632497 10789632498 10789632499 10789632500 10789632501 10789632502 10789632503 10789632504 10789632505 10789632506 10789632507 10789632508 10789632509 10789632510 10789632511 10789632512 10789632513 10789632514 10789632515 10789632516 10789632517 10789632518
1160137783,unclassified,,no,30,10789632516 10789632519 10789632410
1160137784,unclassified,,no,30,10789632520 10789632521 10789632522 10789632523 10789632524 10789632525 10789632526 10789632527 10789632528 10789632529 10789632530 10789632490
1160137785,unclassified,,no,30,10789632386 10789632531 10789632532 10789632533 10789632534 10789632535 10789632559 10789632536 10789632549 10789632537 10789632538 10789632539 10789632540 10789632541 10789632542 10789632543 10789632544 10789632545 10789632546 10789632547 10789632548 10789632419
1160137786,unclassified,,no,30,10789632549 10789632550 10789632551 10789632552 10789632553 10789632554 10789632555 10789632556
1160137787,unclassified,,no,30,10789632552 10789632557 10789632558 10789632559
1160137788,unclassified,,no,30,10789632386 10789632560 10789632561 10789632562 10789632563
1160137789,unclassified,,no,30,10789632511 10789632564 10789632565 10789632566 10789632567 10789632568 10789632569 10789632570 10789632571 10789632572 10789632573 10789632574 10789632575
1160137790,unclassified,,no,30,10789632564 10789632576 10789632510
1160137791,unclassified,,no,30,10789632582 10789632583 10789632584 10789632585 10789632586 10789632587 10789632588
1160137792,unclassified,,no,30,10789632589 10789632590 10789632591 10789632592 10802051942 10789632593 10789632594 10789632595 10789632596 10789632597 10789632598 10789632599 10802051943 10789632600 10802051944 10789632601 10802051945 10789632602 10802051946 10789632603 10789632604 10802051947 10789632605 10802051948 10789632606 10802051949 10789632607 10789632608 10802051950 10789632609 10789632610 8808262959
1160321779,footway,,no,5,10791358225 10791358226
1160321780,steps,,no,2,10791358225 10791358227
1160321781,steps,,no,2,10791358226 10791358228
1160321782,footway,,no,5,10791358227 10791358229
1160321783,footway,,no,5,10791358228 10791358230 10791358231
1160380511,unclassified,,no,30,2662977129 10792255679 10792255680 10792255681 10792255682 10792255683
1160380512,unclassified,,no,30,10789632577 10792255684 10792255685 10792255686 10792255687
1160380513,unclassified,,no,30,2662977173 10789632225 2662977172 2662977171 10789632226 10789632227 2662977170 2662977169 2662977168 2662977167 2662977166 10789632228 10802024361 2662977165 2662977164 10789632229 2662977163 10789632230 2662977162 2662977161 2662977160 10789632231 2662977159 2662977158 10789632232 10789632233 10789632234 2662977157 10789632235 2662977156 2662977155 2662977154 2662977153 2662977152 2662977151 2662977150 2662977149 2662977148 2662977147 2662977146 2662977145 2662977144 2662977143 2662977142 2662977141 2662977140 2662977139 2662977138 2662977137 2662977136 2662977135 2662977134 2662977133 2662977132 2662977131 2662977130 2662977127 2662977128 2662977129 10789632577 10789632578 10789632579 10789632580 10789632581 11642000554 11642000555 11642000556 11642000557 11642000558 11642000559 11642000560 11642000561 11642000562
1160380514,service,,no,15,10792255688 10792255689 10792255690 10792255691 10792255692 10792255693 10792255694 10792255695 10792255696 10792255697 10792255698 10792255699 10792255700 10792255701 10792255702 10792255703 10792255704 10792270405 10792270406 10792270407 10792270408 10792270409 10792270410
1160380515,residential,,no,25,2662977268 10792270411 10789632639
1160380516,unclassified,,no,30,10792270423 10792270424 10792270425 10792270426 10792270427 10792270428 10792270448 10792270449 10792270450 10792270451 10792270452 10792270453 10792270454 10792270455 10792270456 10792270457 10792270458 10792270459 10792270460 10792270461 10792270462 10792270463 10792270464 10792270465 10792270466 10792270467 10792270468 10792270469 10792270496
1160380517,unclassified,,no,30,3054809038 10792270501 10802135399 10792270502 10792270503 10792270504 10792270459
1160380518,residential,,no,25,10792270534 10792270535 10792270536
1160380519,residential,,no,25,10792270534 10792270537 10792270538
1160380520,residential,,no,25,10792270529 10792270539 10802135436 10792270540
1160380521,residential,,no,25,3054809212 10792270541 10792270542
1160380522,residential,,no,25,10792270549 10792270550 10792270551 10792270552
1160380523,residential,,no,25,3793517034 10792270555 10792270556 10792270557 10792270558
1160380524,residential,,no,25,10792270575 10792270576 10792270577 10792270578 10792270579 10792270580 10792270581 10792270582
1160380525,residential,,no,25,10792270666 10792270667 10792270668 10792270669 10792270670
1160380526,residential,,no,25,10792270690 10792270691 10792270692 10792270693
1160380527,residential,,no,25,10792270719 10792270720 10792270721 10792270722 10792270723
1160380528,residential,,no,25,10792270756 10792270757 10792270758 10792270759
1160382038,unclassified,улица Коктобе,no,30,7674586491 12165437034 12165437035 10687501393 12165437036 10792248775 12165437037 7674586493
1160382041,unclassified,Кок Тюбе ул.,no,30,10792248777 12165437028 12165437027 10792248778 12165437025 12165437024 12165437023
1160382838,service,,no,15,10792270770 10792260568 10792260569 10792260570 10792260571 10792260572 10792260573
1160382839,service,,no,15,10792260570 10792260574 10792260575 10792260576 10792260577 10792260578 10792260579 10792260580 10792260581 10792260582 10792260583 10792260584 10792260585 10792260586 10792260587 10792260588 10792260589 10792260590 10792260591 10792260592 10792260593
