way_id,highway,name,oneway,maxspeed_kmh,node_refs
693663655,service,,no,15,6512488633 6512488634 6512488635
693663656,service,,no,15,6319010215 6512488636 11192189398 11192189396 6512488637 6512488639 11189638546 6512488638 13369257497 11070562662 6512488642 11192189395 6512488641 6319010217
693663657,service,,no,15,6319010215 6512488635 6319010214 6319010213 6319010212
693663658,service,,no,15,6512488643 6512488644 6512488645 6512488646 6512488647 6512488648 13369257492 6512488649
693663659,service,,no,15,6512488644 6512488650 6512488651 6512488652 6512488648
693664988,service,Дарабоз ықшам ауданы,no,15,6512502915 12407212062 6828026274 6512502921 6512502923 6512502925 6512502916 6512502918 6512502919
693664989,service,,no,15,6512502921 6512502922
693664990,service,,no,15,6512502923 6512502924
693664991,service,,no,15,9410925863 6512502925 6512502926
693664995,service,,no,15,6512355839 6208794192 9929678199 6512504478 12475104153 12483858875 13334109926 4459929501 4459929503
693664996,primary,Момышұлы көшесі,yes,70,6512355839 6512355838
693664997,primary,Bauyrzhan Momyshuly street,yes,70,6512355862 9613253117 9679380841 2447764862 10271017416 6512355834
693664998,service,,no,15,4459929503 12483858884 12483858878 6512504470 6512504477 6512504471 12475104143 6512504472 6512504473 6512504476 6512504474 6512504475 13334109931 13334109930 13334109929 13334109928
694197597,service,,no,15,6517455374 10792388098 6517455376 6517455375
694197598,service,,no,15,6517455376 10792388013 6517455383 10792388014 6517455585 6517455587 10792388015 10792388016 6517455377 6517455378 10792388046 10792388048 6517455379 10792388028 2895768279 2895768280
694197599,service,,no,15,2476500718 10792388047 6517455586 6517455378
694197600,service,,no,15,6517455377 10792388018 10792388017 6517455382
694197601,service,,no,15,6517455383 10792388039 10792388038 10792388040 10792388041 6517455384
694197604,service,,no,15,6517455587 10792388037 6517455588
694413717,service,,no,15,6520169427 12134015010 12134015004 6520169428 6520169429 6520169430 6520169431 6520169432 6520169433 6520169434 6520169435 6520169439 6520169436 6520169437 6520169438
694413718,service,,no,15,6520169439 6520169440 6520169441 6520169442 6520169443 6520169444 12134015008 6520169445
694413719,service,,no,15,3056765503 6520169446 6520169447 6520169448
694413720,service,,no,15,3056765503 6520169449 6520169450 6520169451 6520169454 6520169452 6520169453
694449187,path,,no,5,6520591329 6520591328 6520591327 6520591326 6520591325 6520591324 6520591323 6520591322 6520591321 6520591320 6520591319 6520591318 6520591317
694449190,service,,no,15,4073815126 4073815130 10971362581 10971362582 10971362583 4073815132 10971375144 4073815134 10971362584 4073815133 10971362585 4073815131
696280721,residential,улица Нурлы-Тан,no,25,9612696193 12836862780 12836862788 12836862800 6538617534 12836862807 12836862808 12836862809
696358433,residential,улица Санаторная,no,25,6539309827 6539309828 6539309829 6539309830 6539309831 6539309832 6539309833 6539309834 6539309835 6539309836 6539309833
696358434,residential,,no,25,6539309837 6539309840 6539309838 6539309839 11209707690 11209707692 10948630092 10948630093 10948630094 10948630095 2555498792
696544599,residential,,no,25,6541254904 10776193607 10776193606 6541254905 6541254906 10776193506 6541254907
696544600,residential,,no,25,3793517376 10776193479 3793517380 10776193480 3793517387 10776193481 10776193482 3793517403 10776193483 3793517410 10776193484 10776193485 3793517418 10776193486 10776193487 3793517437 10776193488 10776193489 3793517466 10776193496 10776193497 10776193498 3793517489 10776193499 10776193500 10776193501 3793517505 10776193502 3793517516 3793517521 6541254907 10776193503 10776193504 10776193507 3793517529 10776193553 3793517536 3793517546 10776193552 10776193551 3793517553 3793517556 10776193550 10776193549 3793517563 10776193548 3793517567 10776193547 10776193546 3793517574 10776193545 3793517586 10776193544 10776193543 3793517591
696544601,residential,улица Дархан,no,25,10768871672 3793517130 10768871671 3793517079 10768871670 10768871669 10768871668 3793517038
696544602,residential,,no,25,11198063779 10775508990 10775508991 10775508992 10775508993 10775508994 10775508995 6541254914
698207701,service,,no,15,6557154202 9413481760 9413481761 9413481762 6557154203 9413481767 6557154204
701021478,secondary,Батана Темирбекова улица,no,50,9264388623 6583495286 6583495287 6583495293 11001193800 6583495294 11001193799 6583495289
714533755,residential,Тұяқберди Шамелов көшесі,no,25,7540043890 6716808302 6716808301 6716808290 6716808300 6716808299 6716808289 6716808298 6716808291 6716808292 6716808297 6716808296 6716808293 6716808295 6716808294
714533756,residential,Сейдолла Бәйтереков көшесі,no,25,6716808305 6716808304 9284793760 3793120024
714533757,residential,Сейдолла Бәйтереков көшесі,no,25,3793120031 8568523764 6716808303 6716808305
714533758,residential,,no,25,3793120609 6716808315 3793120585
714533759,residential,,no,25,3793120055 6716808318 6716808317 6716808316
720929133,secondary,Оңғарсынова көшесі,no,50,6765496599 3073051224 13133282445 6765496598 9587041301 6361277558 13133282439 13133282430 6765986211 11734838106 3073051467 13133282427 3073051496 3073051530 3073051535 12698033823 9579845140
721065836,residential,улица Оракты батыра,no,25,3073051175 3073051178 3073051183 9582593412 3073051200 3073051206 3073051219 3073051232 3073051235 3073051241 3073051251 3073051264 9582259592 3073051281 6361277563 3073051290
721065837,service,,no,15,3073051160 11734838110 6765496595 3073051225 6765496596 6765496597 6765496598
721065838,service,,no,15,6765496599 9587044719 6765496600 6765496601 6765496602 6765496603 9587028182 6765496604 9587028181 6765496605 6765496606
721090904,service,,no,15,6765701540 11202497206 6765701541 11176222621 6765701542 11176222622 11176222628 11176222629 11202497248 11202497199 6765701543 11202497200 11202497201
721109424,service,Дарабоз ықшам ауданы,no,15,6765826377 12407212061 6828026275 7579682703 7579682704 9410925876 9410925863 9410925874 9410925873 13369374755 6765826378
721109425,service,,no,15,7579682703 9413336375 9413336376 9413336377 9413336374 6512502921
721128248,service,,no,15,6765950481 11098909760 13752679148 6765950482
721129050,residential,,no,25,6765965140 10802129121 2476500626 10802129122 11168789331 10802129123 10802129124 6765965142
721129594,residential,улица Ансегир,no,25,3073051313 7548777051 6765986205 7548777050 6765986206 6765986207 6765986208 7548777052 6765986209 6765986210 6765986211
721152723,residential,,no,25,6766178716 10613970008 10613970029 6913817214 6766178717 6913817213 6766178718 6913817212 6766178719 6766178720
721163323,residential,,no,25,6766275596 10819319237 10819319236 10819319235 6766275597 10819319232 10819319231 10819319230 6766275598 10819319229 10819319228 10819319227 10819319226 10819319225 10819319224 10819245856
721487178,residential,Береке көшесі,no,25,6768353154 11305628536 12679781856 9352956404 10268283070 9342595911
721487254,residential,Береке көшесі,no,25,6768353154 6768353155
721487295,residential,Береке көшесі,no,25,6768369678 6768369679 10268283106 9457713679
721501837,residential,улица Достык,no,25,10802135376 11168814096 11168808321 11168808320 11168808319 11168808318 10802135368 13655646960 11168808317 11168808315 13655646961 11168808316 11168808314 13655646962 11168808313 12113278127 11168808312 11168808311 11168808310 10792388194 10792388195 10792388196 6768461620 10792388197 6768461621 10792388198 6768461622 10792388199 10792388200 6768461623 10792388201 10792388202 10792388203 10792388204 10792388205 6768461624 6768461625 6768461626 10792388206 10792388207 10792388208 6768461627 10792388209 10792388210 6768461628 10792388211 10792388212 10792388213 10792388214 10792388215 6768461629 10792388216 10792388217 10792388218 6768461630 10792388219 10792388220 6768461631 10792388222 10792388221 6768461632 10792388223 6768461633 6768461634
721503202,residential,,no,25,10268283096 10268283097 9358027840 6768461639 6768461640 6768461641 6768461642
721506683,service,,no,15,10784012856 10784012857 6768508643 10784012858 10788645283 6768508644 10784012859 10784012860 10784012861 10784012862 10784012863 6768508645 10784012864 10784012865 6768508646 6768508647 6768508648
721507984,residential,,no,25,2829324834 6768536458 6768536459 6768536460
721508106,residential,,no,25,6768520165 6768520166
721508945,residential,,no,25,6768517866 6768517867
721509208,service,,no,15,6768545820 6768545821
721509306,service,,no,15,6768544386 6768544387
721510230,residential,,no,25,6768545661 7206311930
721510231,residential,,no,25,6768545666 9353003328 9353003326 6768545667 7206311932
721510232,service,,no,15,6768545668 9353003329 9353003327 9352990069 9353002077 9353002079 9353002081 6768545669
721510233,residential,,no,25,6768545670 6768545671 7206311931
721510234,residential,,no,25,6768545672 6768545665 7206311934 7206311933
721514199,residential,улица Шенгельды,no,25,9602604458 6768568291 6768568292 6768568293 6768568294 6768568295 6768568296
721516264,residential,,no,25,6768610294 6768610295 6768610296 6768610297 6768610298 6768609796 6768610299
721516406,service,,no,15,6768609796 6768609797
721516937,residential,,no,25,6439846479 10802135522 10802135523 10802135524 6768614244 10802135525 10802135526 6768614245 10802135527 10802135528 10802135529 6768614246 10802135530 6768614247 10802135554 6768614248 10802135449 10802135555 10802135567 10802135556 6768614249 10802135557 6768614250 6768614251 6768614252 6768614253 10802135558 6768614254 10802135559
721517036,service,,no,15,6768619895 6768619896 6768619897 6768619898 6768619899 6768619900 6768619901 6768619902 9364878989 6768619903 9364878990 6768619904 6768619905 6768619906 6768619907 6768619908 6768619909 6768619910 6768619911 6768619898
721518214,residential,улица Кенжетаева,no,25,9559674250 11305542075 9559674249 9559674248 9559674247 9559674246 6768623408 6768623409
721538504,residential,,no,25,6768786142 6768786143 6768786144 6768786145 6768786146 7290061786 7290061787 7290061789 7290061788 6768786147 6768786148 6768786149
721541284,residential,,no,25,3054952495 8788209734 6768828685 8788209733 10802052012 10819254174 6768822320 10819254173 6768828686 8788209732 8788209731 8788209730 10819254172 6768828687 6768828688 10819254167 6768828689 8788207218 10819254150 10819254149 10819254166 10819254148 10819254165 10819254147 6768828690
721541285,residential,,no,25,6768828689 10819254175 10819254176 8788207219 6768828691 10819254177 6768828692 8788207220 10819254178 6768828693 10819254179 6768828694 10819254181 10819254182 8808234281 10819254184 6768828695
721541534,unclassified,,no,30,6768828694 10819254180 10819254185 10819254186 10819254187 10819254188 6768792258 6768792259
721541662,unclassified,,no,30,6768822300 10819245886 10819245887 10819245888 6768822301 10819245889 10819245890 8788130252 10819245891 8788130253 10819245892 6768822302 10819245893 10819245894 10819245895 10819245896 8788130254 8788130255 10819245904 6768822303 10819245903 6768822304 6768822305 10819254105 8788130256 10819254106 8788130257 6768822306 10819254107 10819254108 8788130258 10819254109 6768822307 10819254110 8788130259 10819254111 6768822308 10819254112 6768822309 6768822310 10819254113 10819254130 10819254114 10819254115 6768822311 10819254116 6768822312 6768822313 10819254117 10819254118 10819254119 10819254120 6768822314 10819254121 6768822315 10819254122 10819254123 6768822316 10819254124 10819254125 6768822317 10819254126 10819254146 10819254127 10819254128 6768822318 10819254129 6768822319 6768822320
721555837,residential,улица Кулиш,no,25,10821751051 10821751080 6768925897 10821751081 10821751082 6768925898 6768925899
721567214,residential,,no,25,3054804002 10819411710 10819411711 6768980553 10819411712 6768980554 10819411713 10819411714 6768980555 10819411715
721575922,residential,,no,25,3054952489 10802502842 6769046933 10802451801 10802451802 8808212743 8808212744 10802451803 6769046934 10802502834 10802451804 10802502805 6769046935 10802502806 8808212745 6769046936 10802502829 8808212746 8808212747 10802502807 6769046937 10802502808 8808212748 10802502809 10802502810 6769046938 8808212749 10802502811 10802502812 6769046939 10802502813 10802502814 8808212750 10802502815 10802502816 6769046940 10802502817 8808212751 6769076959 6769046941 8808212752 6769046942 10802502828 8808212753 10802502827 6769046943 6769076946 10802051960 8808212754 6769046944 8808239699 8808239700 8808239701 8808239702 8808239703 8808239704
721576657,unclassified,,no,30,6769076946 10802502826 8808212755 10802502825 6769076947 6769076948 8808212756 6769076949 6769076950 10802502824 6769076951 8808212757 8808212758 8808212759 6769076952 6769076953 8808239705 8808239706 8808239707 8808239708 8808239709 10802502823 6769076954 8808239710 10802502822 8808239711 8808239712 6769076955 6769076956 8808239713 8808239714 8808239715 10802502821 6769076957 8808239716 6769076958 10802502820 10802502819 10802502818 6769076959
721591254,service,,no,15,6769197788 4200509267
721591255,service,,no,15,4200509267 10858270640
721593349,residential,,no,25,6769193168 6769193173 6769193170 6769193169
721593350,residential,улица Толебекова,no,25,6769193170 6769193171
721593351,residential,,no,25,6769193172 9364879132 6769193173 6769193174 9364891217
721602655,residential,улица Шолпан,no,25,6769277215 10821751039 10821751043 10821751044 6769277216 10821751045 10821751046 10821751047 10821751048 6769277217 10821751049 6769277218 10821751050 6769277219
721604009,residential,,no,25,6483459155 6769235563 9408250227 12407281461 13165586969 13165586937 11749357386 6769235564 9417515660 13165586968 6769235565
721604112,residential,,no,25,6769235564 13165586960 6769291962 12351214774 13165586919
721604299,residential,,no,25,6769291962 6769291963
721606237,service,,no,15,6769248876 9378001678 9377988776 9377988775 9377988774 6769248877 6769248878
721606430,residential,Шугыла микрорайон,no,25,7206317941 6769265382 9408173315 7206317934 9353307797 9352910680 9354767602 9352910682 6769265383 9352910285 6769265384 9352917141 9352932908 9352917140 9352932907 6769303485 9352917142 9352917139 6769303486 9352917138 9352917137 6769303487 6769303488 6769303489 9354772474 6769303490 11749357391 11749357393 11749357392 6769303491
722122187,unclassified,,yes,20,6773681667 1838259300 6773681668 6773681669 6773681670 6773681671 6773681672 6773681655 6773681656 6773681657 6773681662 6773681663 6773681664 6773681665 6773681666 6773681658 6773681659 6773681660 6773681661 6773681667
728795341,footway,,no,5,4972544046 9599554111 9599554112 9599554113 9599554114 9599554106 9599554110 4972544042 4972544041 4972544040
728798075,footway,,no,5,6828026272 8973964897 12483869163 9613253955 10271017442 6447754561
728798076,footway,,no,5,6828026272 12483869176 13367904829 13367904827 13367780960 4972544835 10650923432 12407151409 12407151415 12407130088 6512502920 6828026274 6828026275 9410925882 6828026276
728798352,footway,,no,5,6828026276 12922760774 12651721336 11592566085 12651721350 6828030557
728799298,footway,,no,5,12407179889 12407179888 12407179887 6828035287 11147903651 6828037551 12922691091 6828037552 6828037553 12922691090 6828037554 6828037555 12922763095 12922763094 12922763093 12922763092 12922763091 12922763090 12922763089 12922763088 13367860701 12407212047
729231570,service,,no,15,9352901745 9407553811 9407553810 9352901744 9352903893 9352901743 9352914071 1842625339 9407553795 9407553794 9407553789 9407553785 9407553801 9407553790
732472967,residential,,no,25,6859078939 6859078936 7236513430
732472968,residential,,no,25,3139487462 3139487463 6859078940 6859078939
732472969,residential,,no,25,3073117425 7236507745 6859078946 7236507743 6859078945 12855031885 12855031889 12855031894 7236507741 7236507749 6859078944 6859078943 6859078942 6859078941 7236507750 6859078933
732473209,residential,,no,25,3073117411 6859084968
732473211,residential,,no,25,6859084970 10175481645
732504039,unclassified,,no,30,6859324619 12069652284 12069652283 10716683020 6859324615 12069652282 12069652281 12069652280 12069652279 6859324606 12069652278 12069652277 12069652276 12069652275 6859324613 6859324610 6859324617 12069652274 6859324609 6859324621 12069652273 12069652272 6859324623 6859324624 6859324611 6859324616 12088730318 6859324607 6859324614 12069652271 6859324620 6859324622
732504154,unclassified,,no,30,6859324623 6859357571 12069693233 6859357579 6859357566 12088852890 6859357576 12069693232 6859357574 12069693228 6859357563 12069693227 12069693226 6859357577 12069693225 12069693224 6859357572 12088810417 6859357569 12088810408 6859357564 6859357578 12088836374 6859357565 6859357562 12069693223 6859357568 6859357575 6859357570 12069693222 6859357567 6859357581 6859357580 12069693221 6859357573
732504431,unclassified,,no,30,6859324545 6859324570 12092987227 12092987226 12092987225 12092987224 12092987223 6859324536 12093044483 12092987222 6859324553 12092987221 6859324540 12092987220 6859324551 12092987219 6859324539 12092987218 12092987217 6859324568 12092987216 6859324552 6859324564 6859324532
732504670,unclassified,,no,30,6859339557 12092987097 12092987098 12092987099 6859339549 12092987100 6859339569 12092987243 6859339560 6859339565 12092987245 12092987244 6859339563 12092987246 6859339568 12092987247 6859339551 12092987248 6859339571 12092987249 12092987250 6859339567 12092987251 6859339561 12093044413 12092987252 6859339573 6859339554 12092987253 12092987254 6859339566 12092987255 6859339570 12092987256 6859339552 12093044420 12092987257 12092987258 6859339572 12092987259 12092987260 6859339564 12092987261 6859339553 12092987262 6859339558 6859339556 6859339562 6859339548 6859339559 6859339555 12092987263 6859339550 12092987264 12092987265 6859339574 6859362321 12093036158 12092987266 12092987267 6859362307 12092987268 12092987269 12092987270 6859362309 12092987271 6859324545
732504708,unclassified,,no,30,6859362312 6859362315 12092987275 12093036173 6859362313 12092987276 12092987277 12092987278 6859362314 6859362318 12092987279 6859362317 12092987280 12092987281 12092987282 6859362322 6859362320 6859362319 12092987283 6859362306 6859362310 12092987284 6859362323 12092987285 12092987286 12092987287 12092987288 12092987289 12092987290 12092987291 12092987292 6859339551
732504757,unclassified,,no,30,6859324549 6859324934 6859324948 6859324954 6859324935 6859324936 6859324955 6859324947 6859324940 12069693263 6859324930 12088641760 6859324949 12069693262 6859324952 6859324933 6859324950 6859324944 6859324931 6859363391 6859324932 6859324943 6859324953 6859324941 6859324937 6859324939 12069693261 6859324938
732504763,unclassified,,no,30,6859363391 12069693264 6859363395 6859363390 12088681850 12069693265 6859363389 6859363393 12069693266 6859363392 6859363388 6859353682 6859353681 6859353684
732504796,unclassified,,no,30,6859363400 12069512681 12069512682 6859363417 12069652045 12069512683 12069512684 12069512685 6859363397 12069512686 12069512687 12069512688 12069512689 6859363413 12069512690 12069512691 6859363410 12069512692 12069512693 12088601411 6859363403 6859363416 6859363418 6859363398 6859363411 12069512694 6859363408 6859363407 12086718777 6859363409 12069512695 12086718782 6859363402 12069512696 6859363414 12069512697 6859363419 12069693259 6859363406 6859363412 6859363405 12069512698 6859363396 12069512699 6859363399 6859363415 12069512700 6859363401 12069512701 6859363404 12069512702 6859363421 12069512703 6859363420 12069512704 12069512707
732504809,unclassified,1-ая линия ул.,no,30,6859353871 12069693234 12069693235 6859363423 6859363424 12069693236 6859363431 12069693237 6859363425 6859363428 12069693238 6859363432 6859363426 6859363429 6859363433 6859363422 6859363427 6859324616
732504819,unclassified,,no,30,6859324555 12069693250 6859323571 12069693251 6859323572 6859323573
732504822,unclassified,,no,30,6859324548 6859293212
732505002,unclassified,,no,30,6859357574 6859330258 6859330235 6859330244 6859330246
732505005,unclassified,,no,30,10716683022 12069652321 12069651016 12069651015
732505020,unclassified,,no,30,6859333427 6859363434 6859363435
732505123,unclassified,,no,30,6859333426 6859361421
732505166,unclassified,,no,30,6859324558 6859361422
732505167,unclassified,,no,30,6859363407 6859366497 6859366493 6859366492 12069693241 6859366496 6859366491 6859366498 6859366494 12069693240 12069693239 6859366495
732505175,unclassified,,no,30,6859363411 12069652057 6859366605 12069652058 6859366604
732505178,unclassified,,no,30,6859363709 12069646626 6859363705 12069646627 12069646628 6859363714 6859363711 12069646629 12069646632 6859363708 12069646630 6859363703 12069646631 6859363715 6859363710 6859363707 6859363712 6859363704 6859363713 6859363706
732505211,unclassified,,no,30,6859368754 12069646660 6859368757 12069646659 6859368751 12069646658 6859368750 12069646657 12069651873 6859368756 12069651923 12069646656 6859368755 6859365418 12069646655 6859365419 12069646654 6859363706 6859365417 6859365429 12069646653 6859365434 6859365438 6859365433 6859365416 6859365423 12069646652 6859365428 12069646651 12069646650 6859365430 6859365424 6859365412 6859365420 6859365427 6859365421 12069646649 12069646648 6859365431 12069646647 6859365426 12069646646 12069646644 6859365415 12069646645 6859365422 6859365435 6859365413 6859365437 6859365436 6859365414 6859365425 6859365432
732505352,unclassified,,no,30,6859359656 6859365432 6859359660 6859368103 6859368097 10716697655 6859368104 6859363709 12086607247 12086607252 6859359651 6859359657 6859359683 6859368087 12086718789 6859368088 6859368096 6859359650 12069512420 10716697664 6859359671 12069512419 6859359658 6859368094 6859368093 12069512418 6859359672 6859368099 6859368085 6859368095 6859359644 6859359669 6859359648 12069512417 6859359668 6859359654 6859359681 12069512416 6859359676 12069512415 6859359679 6859368102 6859359673 12086577075 12069512414 6859359680 6859368092 6859359659 6859368106 6859359643 12069512413 6859368105 12069512412 6859359652 12069512468 6859359662 6859359661 6859359646 6859359655 6859368098 12069512411 6859368086 6859359645 6859359674 6859368089 12069512410 6859359665 6859368100 12069512409 6859359666 6859359653 6859359649 6859368091 6859359678 6859359647 6859359675 6859359682 12069512408 6859368101 12069512407 12069512421 6859359663 12069512406 6859359664 12069512405 6859359677 6859368107 6859359670 12069512404 6859359684 12069512403 6859359667 12069512402 6859368090 12883900840 12883900841 12883900842 12069512401
732505523,unclassified,,no,30,6859359650 6859358620 6859358611 6859358603 12069512671 6859358601 6859358610 6859358615 6859358617 6859358618 12069512375 6859358612 12069512376 12069512374 12069512372 10561443448 12069512373 6859358621 6859358619 12069512672 6859358600 12069512673 12069512674 6859358622 6859358614 12069512675 11192525618 6859358604 12069512676 6859358613 12069512677 12086718765 6859358607 12069651983 6859358599 6859358606 12069512678 6859358616 12086718766 12069512679 12069652023 6859358598 6859358602 12069512680 6859358609 12069652026 6859363400
732505646,unclassified,,no,30,6859363400 12069652041 6859368745 6859368747 12069652042 6859368746 6859368749 6859368748
732505649,unclassified,,no,30,6859363417 12069652043 12069652044 6859363098
732505807,unclassified,,no,30,6859358501 12069651927 6859323576 6859323575 12069651928 6859323577 12069651929 12069651930 12069651931 12069651932
732505813,unclassified,,no,30,6859323575 6859362507 6859362508 12069651937 6859362510 6859362512 12069651936 12069651935 6859362511 12069651934 12069651933 6859362509
732505931,unclassified,,no,30,6859358501 6859358503 12069651901 6859358504 6859358505 12069651902 12069651903 6859358498 6859358499 6859358506 6859358507 6859358502 12069651904 6859358500 12069651905 12069651906 12069651907 12069651908 12069651909 12069651910 12069651911 12069651912 12069651913 12069651914 12069651915 12069651916 12069651917 12069651918 12069651919 12069651920 12069651921 12069651922 12069651923
732506096,unclassified,,no,30,6859365943 6859365944 12069651926 6859365945 12069651924 12069651925
732509404,unclassified,,no,30,6859403668 6859403655 6859403659 6859403585 6859403592 6859403656 6859403666 6859403708 6859403589 6859403715 6859403700 6859403710 6859403670 6859403605 6859403609 6859403644 6859403603 6859403636 6859403595 6859403716 6859403664 6859403619 6859403617 6859403714 6859403588 6859403687 6859403702 6859403707 6859403697 6859403660 6859403676 6859403612 6859403645 6859403618 6859403701 6859403637 6859403604 8345433190 6859403693 6859403624 6859403709 6859403596 6859403686 6859403683 6859403587 6859403608 6859403692 6859403630 6859403652 6859403712 6859403704 6859379282 6859403667 6859403616 6859403629 6859403647 6859403654 6859403684 6859403685 6859403641 6859403614 6859403706 6859403611 6859403597 6859403679 6859403674 6859403662 6859403695 6859403711 6859403691 6859403599 6859403628 6859403646 6859403627 6859403713 6859403698 6859403665 6859403633 6859403620 6859403703 6859403634 6859403622 6859403643 6859403610 6859403607 6859403694 6859403689 6859403598 6859403661 6859403626 6859403673 6859403613 6859403705 6859403602 6859403663 6859403631 6859403639 6859403635 6859403606 6859403658 6859403638 6859403651 6859403696 6859403671 6859403594 6859403640 6859403653 6859403682 6859403672 6859403688 6859403680 6859403675 6859403669 6859403650 6859403699 6859379283 6859403648 6859403649 6859403621 6859403632 6859403600 6859403586 6859403642 6859403625 6859403681 6859403590 6859403678 6859403657 6859403615 6859379284 6859403623 6859403601 6859403677 6859403690 6859403591 6859403593
732509615,unclassified,,no,30,6859332643 6859332641 6859332647 6859332640 6859332645 6859332649 6859332646 6859332644 6859332642 6859332648 6859403668
732509815,unclassified,,no,30,6859332643 12112224305 6859408289 12112224304 6859408285 6859323580 6859323582 12112224303 6859323584 6859323579 6859408288 6859323581 6859408287 12112224302 6859323583 6859408286 6859323578
732927178,tertiary,улица Жанагасыр,no,40,12738354239 12747655809 12738354065 12738354256 12738354064 12738354249 12738354063 12747655903 1282397916 12747655899 12738354062 6863141813 2409555003 1282397902 6863141811 6863141812 12747494878 1282397924 12738354061 12738354060 2409554983 11082686582 12738354059 12738354058 12738427710 1282397939
732927179,tertiary,,no,40,1282397939 12738354057 12738354056 1282397904 12738354055 11082611950 12738354054 1282397942 12738354053 1282397909 10862135293 12738312025 2980445838 12782297102 1282397935 12782297071 12782175751 1282397899 12782175750 1282397920 12782175749 12782296960 12782175748 5361434053 12782175747 12782175745 12782175776 12782175746 12782393374 1282397901 12782175777 12782175744 12782175743 12782393365 2457853843 1282397922 2457853842 12782393352 12782175742 12782393347 2457853841 2457853840 2457853839 12782177356 1282397912 12782175741 12782175740 1282397903 12782175739 12782393295 12782175738 12782175793 1282397949 12782175794 2980445177 1282397931 12782175797 1282397896 12782175737 12782175736 12782175735 1282397945 12782363956 12782175734 12797903575 1282397911
732929525,unclassified,,no,30,6863150700 12738354237 12747570942 6863152520 12738354236 12738354235 12738354233 12738354234 6863152522
732946044,service,,no,15,6863329710 6863329709
732946202,service,,no,15,4665588086 10946656895 6863294840 6863294841 10946656896 6863294843 6863294836 6863294844 10946656897 6863294838 10946656898 6863294842 6863294833 6863294834 10946656899 10946656900 6863294837 6863294839 10946656901 6863294835 6863294832
733746426,service,,no,15,4799725889 6872149327 6872149326 6872149325 6872149324 6872149323 6872149322 6872149321 6872149320 6872149319 6872149318
736554104,motorway,ҮАААЖ,yes,120,6896134292 12877460302 12877460305 12877460306 12877460317 12877460307 12877460308 12877460309 12877460310 12877460311 12877460312 12877460313 12877460314 10181915433 12877460315 10181915422 12877460316 12850985154 12850985147 12850985148 9353704664 6773906102 10286314125 9801146901 12880946831 12880946832 10561468791 12880946845 10286314198 12880946848 12880946862 11105075005 11105051062 9918569810
736554105,motorway,ҮАААЖ,yes,120,9348933738 13415742996 11633686445 11633686444 6773906100
737267561,residential,,no,25,6902484117 6902484118 6902484119 6768353154 6902484120 6902484121
737767440,residential,улица Енбек,no,25,3302339329 6907702763 11417208395 6907702764 11417208396 6907702765 11219276854 11219276856 6907702766 6907702767 11417208397 6907702768
737769445,residential,,no,25,6907702768 6907706927 11417208419 11417208420 6907706928 6907706929 11417208421 6907706930 6907706931 11417208422 6907706932
737771104,tertiary,улица Саукеле,no,40,4665726383 11219276868 3302339323
737771106,service,,no,15,6907739248 10829167264 10829167263 11195136056 11195136055 13737257035 10829167262 11193040620 6907739247
737771108,tertiary,улица Суюнбая,no,40,11192707196 6907739266 13046861769 13046861768 11192707197 11192707198 10799406477 11195136037 11193040639 10719220749 6907739267 11193040640 11193040682 11195136275 11192707200 11192707201
739721747,residential,улица Еспаева,no,25,2392662894 6926194434
739721748,path,,no,5,6926194434 6926194435 6926194436 6926194437
746570636,trunk,Алматы — Астана,no,90,6986588426 12165436847 6986588427 5211684552 8192319487 12165436856 12165436858 254030298 12165436864 8192319509 12185766821 1958953345 12185766823 10687494104 1411866957 12185766838 12185766839 12185766840 1958953347 12185766850 4965407636 12185766851 254030299 12185766853 10687493861 12185766862 4965407634 12185766864 12185766944 4965407635 4965407629 4965406303 4965406294 1959466593 10687491792 12185766996 1411866961 12185767068 11072311079 11072311085 2467141207 4965407621 7674568142 2467141210 12198663856 12185767188 12185767071 12185767195 12185767072 4965405120 4965405119 12185767073 1411866990 11868627523 1958953349 4965405118 11868627522 254030300 4965405117 1958953352 3901501358
749687476,residential,улица Саке батыра,no,25,3056765581 3182588508 3182588509 3182588510
749967811,unclassified,,no,30,7012882780 7012882779
749967812,unclassified,,no,30,2980445224 2980445673 2980445415 7012883696 2980445434 11283438167 11283438166 2980433005 7012882780
755849501,secondary,Рысқұлов даңғылы,yes,50,6512355833 2395116582
755849502,secondary,Рысқұлов даңғылы,yes,50,2517025481 6512355834
760720030,secondary_link,,no,30,9354651639 10268268371 9212041067 10268268370 9292761001 10268268369 12964345687 7106545919 12964345689 12964345690 12964345691 12964345688 6815330065
760720802,secondary,Бәйкен Әшімов көшесі,no,50,260570312 9212041068 10268268375 2824477753 2824477740 2824477765 2824477756 2817569146 13745512619 10185403171 2449372721 3751223379 6474883053 3751223368 3751223364 1649195539 3054923622
761219938,residential,улица Рамазана Бапова,no,25,3073051652 3073051621 3073051706
761372862,residential,,no,25,7113457378 11873837811
761372863,residential,,no,25,7113457380 7113457379
761373094,residential,,no,25,7113475161 10241893033 7113475160 10241893036
761373095,residential,,no,25,7113475163 7113475162
761373096,residential,улица Алмалы,no,25,7113475169 7113475168 7113475167 7113475163 7113475166 7113475165
761373097,residential,,no,25,7113475171 7113475170
